artist,genre,festivals
The Suffers,R&B,"[u'Hangout', u'Free Press Summer Festival', u'Newport Folk']"
The Swon Brothers,Country,[u'Stagecoach']
The Taj Mahal Trio,Blues,[u'New Orleans Jazz & Heritage Fes']
The Tallest Man on Earth,Indie,"[u'Forecastle', u'Lollapalooza']"
The Thunderclaps,Hip-hop,[u'Middle of the Map']
"The Time Jumpers, featuring Vince Gill and Kenny Sears",Americana,[u'Stagecoach']
The Tontons,Indie,[u'Free Press Summer Festival']
The Tropics,Indie,[u'Outside Lands']
The Vanity,Rock,[u'Free Press Summer Festival']
The Very Best,EDM,[u'Bonnaroo']
The Wailers,Reggae,[u'SweetWater 420']
The War On Drugs,Indie,"[u'Coachella', u'Sasquatch!', u'Governors Ball', u'Bonnaroo', u'Lollapalooza']"
The Weeknd,R&B,"[u'Coachella', u'Lollapalooza']"
The Werks,Indie,[u'Electric Forest']
The White Panda,EDM,"[u'Wakarusa', u'Firefly']"
The Who,Rock,[u'New Orleans Jazz & Heritage Fes']
The Wild Magnolias,R&B,[u'New Orleans Jazz & Heritage Fes']
The Wind And The Wave,Pop,[u'Firefly']
The Winery Dogs,Rock,[u'Rocklahoma']
The Wombats,Indie,[u'Lollapalooza']
The Word,Gospel,"[u'New Orleans Jazz & Heritage Fes', u'Forecastle']"
The Young Evils,Rock,[u'Sasquatch!']
Thelastplaceyoulook,Rock,[u'Free Press Summer Festival']
Thievery Corporation,EDM,"[u'SweetWater 420', u'Wakarusa']"
Third Eye Blind,Rock,[u'Summerfest']
Third World,Reggae,[u'New Orleans Jazz & Heritage Fes']
Thom Hoskins,Americana,[u'Middle of the Map']
Thomas Jack,EDM,"[u'Lightning in a Bottle', u'Counterpoint', u'Wakarusa', u'Spring Awakening']"
Thomas Rhett,Country,"[u'CMA Fest', u'Summerfest', u'Kicker Country Stampede']"
Thunderpussy,Rock,[u'Sasquatch!']
Tiesto,EDM,[u'Spring Awakening']
Tiger and Woods,EDM,[u'Coachella']
Tim McGraw,Country,[u'Stagecoach']
Tim Strathman Band,Americana,[u'Kicker Country Stampede']
Timefiles,EDM,[u'Summerfest']
Tipper,EDM,[u'Counterpoint']
Toad the Wet Sprocket,Rock,[u'Summerfest']
Tobias Jesso Jr.,Indie,[u'Pitchfork']
Todd Terje and the Olsens,EDM,"[u'Coachella', u'Pitchfork']"
Tom Harrell,Jazz,[u'Newport Jazz']
Tommy Castro,Blues,[u'Summerfest']
Tommy Trash,EDM,[u'Spring Awakening']
Tonic,Rock,[u'Summerfest']
Tony Bennett & Lady Gaga,Jazz,[u'New Orleans Jazz & Heritage Fes']
Tonya Boyd-Cannon,R&B,[u'Essence']
Toro y Moi,Indie,"[u'Coachella', u'Hangout', u'Lollapalooza', u'Outside Lands']"
Touche Amore,Rock,[u'Coachella']
Tourist,EDM,[u'Coachella']
Tove Lo,Pop,"[u'Rock in Rio USA - Pop Weekend', u'Hangout', u'Free Press Summer Festival', u'Bonnaroo', u'Firefly', u'Lollapalooza']"
Trace Adkins,Country,[u'Tortuga']
Trampled by Turtles,Americana,"[u'Hangout', u'Bonnaroo', u'Summerfest']"
Traveller,Indie,[u'Newport Folk']
Travi$ Scott,Hip-hop,[u'Lollapalooza']
Travis Marvin,Country,[u'Kicker Country Stampede']
Travis Scott,Hip-hop,[u'Counterpoint']
Travis Tritt,Country,[u'Kicker Country Stampede']
Tremonti,Rock,"[u'Welcome to Rockville', u'Rock on the Range']"
Trevor Hall,Rock,[u'Electric Forest']
Trigger Hippy,Rock,[u'Wakarusa']
Trippy Turtle,Hip-hop,"[u'Coachella', u'Wakarusa']"
Trombone Shorty and Orleans Avenue,Jazz,"[u'New Orleans Jazz & Heritage Fes', u'Summerfest']"
Tromone Shorty & Orleans Avenue,Jazz,[u'Essence']
Tunji Ige,Hip-hop,[u'Free Press Summer Festival']
Tweedy,Indie,[u'Forecastle']
Tweet,R&B,[u'Essence']
Twenty One Pilots,Indie,"[u'Sasquatch!', u'Bunbury', u'Bonnaroo', u'Lollapalooza']"
Twenty Thousand Strongmen,Americana,[u'Middle of the Map']
Twiddle,Rock,[u'Wakarusa']
Twin Limb,Indie,[u'Forecastle']
Twin Peaks,Indie,"[u'Sasquatch!', u'Free Press Summer Festival', u'Firefly', u'Forecastle', u'Lollapalooza', u'Outside Lands']"
Twin Shadow,Indie,[u'Governors Ball']
Two Way Crossing,Country,[u'Kicker Country Stampede']
Tycho,Indie,"[u'Coachella', u'Lightning in a Bottle', u'Free Press Summer Festival', u'Bonnaroo', u'Firefly']"
Tyler the Creator,Hip-hop,[u'Coachella']
"Tyler, The Creator",Hip-hop,[u'Lollapalooza']
U9lift,EDM,[u'Electric Forest']
URI Newport Big Band,Jazz,[u'Newport Jazz']
Ummet Ozcan,EDM,[u'Spring Awakening']
Umphrey's McGee,Rock,"[u'Hangout', u'Counterpoint', u'Wakarusa']"
Uner,EDM,[u'Rock in Rio USA - Pop Weekend']
Unknown Mortal Orchestra,Rock,"[u'Bonnaroo', u'Outside Lands']"
Unlocking the Truth,Metal,"[u'Rock on the Range', u'Bonnaroo']"
Until the Ribbon Breaks,EDM,[u'Coachella']
Upon a Burning Body,Metal,"[u'Welcome to Rockville', u'Rock on the Range', u'Rocklahoma']"
Usher,R&B,[u'Essence']
Vacationer,World,[u'Firefly']
Valida,EDM,[u'Rock in Rio USA - Pop Weekend']
Vamps,Rock,"[u'Welcome to Rockville', u'Rock on the Range']"
Vance Joy,Indie,"[u'Coachella', u'Hangout', u'Governors Ball', u'Summerfest']"
Various Blonde,Indie,[u'Middle of the Map']
Vaski,EDM,[u'Electric Forest']
Verite,Pop,"[u'Firefly', u'Lollapalooza']"
Vic Mensa,Hip-hop,"[u'Coachella', u'Pitchfork']"
Viet Cong,Indie,[u'Pitchfork']
Vieux Farka Toure,World,[u'New Orleans Jazz & Heritage Fes']
Vince Staples,Hip-hop,[u'Pitchfork']
Vindata,EDM,[u'Firefly']
Vintage Trouble,Rock,"[u'New Orleans Jazz & Heritage Fes', u'Hangout']"
Volbeat,Metal,"[u'Rock on the Range', u'Rocklahoma']"
Vox Mod,EDM,[u'Sasquatch!']
W&W,EDM,[u'Spring Awakening']
Walk The Moon,Indie,"[u'Bunbury', u'Firefly', u'Summerfest', u'Lollapalooza']"
"Walter ""Wolfman"" Washington & The Roadmasters",R&B,[u'New Orleans Jazz & Heritage Fes']
WarlockTexas,Metal,[u'Rocklahoma']
Wave Racer,EDM,[u'Electric Forest']
Wax Motif,EDM,[u'Rock in Rio USA - Rock Weekend']
Waxahatchee,Indie,[u'Pitchfork']
Wayland,Rock,[u'Rocklahoma']
We Are Harlot,Rock,"[u'Welcome to Rockville', u'Rock on the Range', u'Rocklahoma']"
We The Ghost,Rock,[u'Rocklahoma']
We Were Wolves,Rock,[u'Free Press Summer Festival']
Weezer,Rock,[u'Free Press Summer Festival']
Welcome to Houston,Hip-hop,[u'Free Press Summer Festival']
Well Hung Heart,Rock,[u'Rocklahoma']
Westerners,Indie,[u'Middle of the Map']
Wet,Pop,[u'Lollapalooza']
What So Not,EDM,"[u'Coachella', u'Counterpoint', u'Lollapalooza']"
Whisky For The Lady,Indie,[u'Middle of the Map']
White Could Hunters Mardi Gras Indians,World,[u'New Orleans Jazz & Heritage Fes']
White Lung,Indie,[u'Governors Ball']
White Reaper,Rock,[u'Forecastle']
White Sea,EDM,[u'Lollapalooza']
Whitesnake,Rock,[u'Summerfest']
Whitney Fierce,EDM,[u'Rock in Rio USA - Pop Weekend']
Whyel,EDM,[u'Firefly']
Wick-it the Instigator,EDM,[u'Wakarusa']
Widespread Panic,Rock,"[u'New Orleans Jazz & Heritage Fes', u'Counterpoint', u'Forecastle']"
Wilco,Indie,"[u'New Orleans Jazz & Heritage Fes', u'SunFest', u'Pitchfork', u'Outside Lands']"
Wild Belle,Indie,[u'Lollapalooza']
Wild Party,Pop,[u'Firefly']
Will Butler,Indie,[u'Sasquatch!']
Will Hoge,Country,[u'Tortuga']
William Close + the Earth Harp,EDM,[u'Lightning in a Bottle']
William Elliott Whitmore,Americana,[u'Middle of the Map']
Willy Porter,Rock,[u'Summerfest']
Wiwek,EDM,[u'Electric Forest']
Wolf + Lamb,EDM,"[u'Lightning in a Bottle', u'Electric Forest']"
Wood Brothers,Americana,[u'SweetWater 420']
Woods,Indie,"[u'Sasquatch!', u'Bonnaroo']"
Woody Pines,Americana,[u'Middle of the Map']
World Gone,Metal,[u'Welcome to Rockville']
Wu Wei,EDM,[u'Lightning in a Bottle']
Wussy,Indie,[u'Bunbury']
Wycliffe Gordon,Jazz,[u'Newport Jazz']
Wynonna & the Big Noise,Country,[u'CMA Fest']
XFactor1,Rock,[u'Rock on the Range']
Xavier Rudd & The United Nations,World,[u'Hangout']
Yaarrohs,Pop,[u'Lightning in a Bottle']
Yelawolf,Hip-hop,[u'Rock on the Range']
Yelle,Pop,[u'Coachella']
Yellow Claw,EDM,"[u'Coachella', u'Spring Awakening']"
Yes You Are,Rock,[u'Middle of the Map']
Yojimbo,Rock,"[u'Wakarusa', u'Electric Forest']"
Yonder Mountain String Band,Bluegrass,[u'Electric Forest']
Yore,Indie,[u'Middle of the Map']
You Me At Six,Rock,[u'Rock on the Range']
Young Fathers,Hip-hop,[u'Hangout']
Young Guardians of the Flame,World,[u'New Orleans Jazz & Heritage Fes']
Young Guns,Rock,"[u'Welcome to Rockville', u'Rock on the Range', u'Rocklahoma']"
Young Rising Sons,Rock,[u'Firefly']
Young Thug,Hip-hop,[u'Lollapalooza']
Young the Giant,Indie,[u'Wakarusa']
Yung Lean,Hip-hop,[u'Counterpoint']
Yung Lean & Sad Boys,Hip-hop,[u'Free Press Summer Festival']
ZZ Top,Rock,[u'Stagecoach']
Zac Brown Band,Country,"[u'Tortuga', u'Hangout', u'CMA Fest', u'Summerfest']"
Zach Longoria Project,Rock,[u'Bunbury']
Zeale,Hip-hop,[u'SunFest']
Zebra Katz,Hip-hop,[u'Lollapalooza']
Zed's Dead,EDM,[u'Spring Awakening']
Zedd,EDM,"[u'Counterpoint', u'Spring Awakening', u'Firefly']"
Zeds Dead,EDM,[u'Counterpoint']
Zella Day,Pop,"[u'Hangout', u'Firefly', u'Lollapalooza']"
Zion I,Hip-hop,[u'Lightning in a Bottle']
Zola Jesus,Pop,[u'Firefly']
Zomboy,EDM,[u'Spring Awakening']
alt-J,Indie,"[u'Coachella', u'Lollapalooza']"
tINI,EDM,[u'Coachella']
